flex_mnozstvi_+,flex_obchod_+,flex_cena_+,flex_mnozstvi_-,flex_obchod_-,flex_cena_-
50375.633,5525.694,0.01,-32129.124,-14700.504,0.01
75613.946,2667.575,0.01,-18852.649,-18115.403,12.0
46050.059,1547.265,0.01,-32151.047,-5827.714,0.01
45772.971,6153.137,0.01,-30189.514,-3517.292,0.01
37897.857,7734.611,0.01,-33737.351,-2306.487,0.01
36392.289,1373.83,0.01,-31823.201,-4515.166,0.01
15991.655,6062.346,0.1,-57128.707,-1678.411,0.01
9353.334,5808.805,45.0,-86789.152,-410.0,0.01
54729.124,2901.128,0.01,-45152.635,-28338.04,4.0
50917.005,5640.055,0.01,-29648.007,-13129.533,0.1
44459.246,4841.526,0.01,-41051.047,-9759.272,0.01
38910.969,17006.091,0.1,-45480.601,-6092.769,0.01
51378.99,8093.627,0.01,-26373.319,-7777.617,0.01
47008.207,5124.838,0.01,-30594.108,-11521.213,0.01
32980.286,16199.806,0.9,-49554.209,-5748.901,0.01
34600.414,3244.256,0.01,-50147.108,-7410.082,0.01
33860.283,9283.357,0.01,-47035.983,-9470.768,0.01
45134.568,1908.051,0.01,-29269.737,-10295.372,0.5
39400.654,18.01,0.01,-44348.067,-8460.148,0.1
52489.007,50.699,0.01,-23420.539,-11234.86,0.97
57637.187,6567.336,0.01,-32901.757,-6591.267,0.01
58502.715,16030.889,0.97,-38408.733,-1173.978,0.01
62537.015,4796.631,0.01,-18958.621,-7937.301,0.1
70318.038,0.0,0.0,-19113.983,-12060.744,25.0
42448.484,664.388,0.01,-31517.281,-7615.756,0.01
59433.354,56.791,0.01,-20002.675,-14695.418,4.0
56430.373,1147.678,0.01,-20458.339,-14896.459,0.97
39758.774,289.465,0.01,-27978.091,-5849.484,0.01
50991.456,120.307,0.01,-29745.217,-14584.527,0.1
31203.277,12141.503,0.1,-45734.033,-2869.53,0.01
46312.788,5671.969,0.01,-38464.821,-2162.784,0.01
55807.532,1026.0,0.01,-20112.565,-4132.629,0.01
59862.064,180.0,0.01,-22459.76,-19722.538,2.97
49652.379,4847.2,0.01,-30384.727,-4498.914,0.01
33673.749,16673.56,0.97,-46851.083,-4319.942,0.01
31636.21,6324.815,0.01,-39701.548,-2967.582,0.01
44427.668,1464.556,0.01,-31665.684,-10766.295,0.01
47860.524,555.0,0.01,-33661.554,-7514.931,0.01
69861.014,1444.031,0.01,-16160.934,-14864.76,3.0
57295.752,3141.0,0.01,-17434.525,-2293.9,0.01
49074.718,651.68,0.01,-24192.928,-10736.438,0.01
37462.613,1135.974,0.01,-37936.858,-10710.723,0.01
36633.38,4561.204,0.01,-43463.074,-2133.657,0.01
52691.522,1549.731,0.01,-33334.381,-21176.892,0.1
59893.55,1087.064,0.01,-26182.969,-22851.186,3.0
40952.276,4550.393,0.01,-45103.375,-6817.972,0.01
37263.198,781.403,0.01,-31275.473,-2098.478,0.01
51855.81,983.341,0.01,-22457.555,-846.339,0.01
49264.197,1261.809,0.01,-24813.064,-12169.146,0.1
46339.985,5044.845,0.01,-29596.592,-11299.384,0.01
55912.591,0.0,0.01,-26658.765,0.0,0.1
47057.308,754.998,0.01,-28494.949,-8736.949,0.01
57782.623,235.41,0.01,-19435.693,-14936.912,0.1
52703.755,378.331,0.01,-34533.615,-12614.432,0.1
49201.975,1128.958,0.01,-28327.443,-7646.182,0.01
31790.583,1177.133,0.01,-36765.257,-3652.979,0.01
25512.382,13866.569,0.45,-55166.562,-2445.58,0.01
40761.013,2106.597,0.01,-35498.107,-3906.588,0.01
59673.997,1828.314,0.01,-28835.261,-24750.622,1.0
63923.995,1531.815,0.01,-30501.003,-26684.645,2.97
56816.161,1602.574,0.01,-25813.318,-18830.721,3.0
76203.986,1327.575,0.01,-18372.335,-13910.685,3.0
54926.594,2285.666,0.01,-29564.876,-18494.933,1.0
24540.924,10330.566,0.1,-50595.154,-3100.282,0.01
40034.664,4604.217,0.01,-39966.126,-11943.321,0.01
36363.009,3355.225,0.01,-33851.389,-6171.512,0.01
50876.21,1515.602,0.01,-23534.094,-12075.243,0.01
46099.282,5955.802,0.01,-48166.936,-8150.708,0.01
36330.135,4622.423,0.01,-40310.323,-6474.354,0.01
35195.565,2090.232,0.01,-35220.534,-1951.277,0.01
28672.23,6736.208,0.01,-43494.331,-1495.751,0.01
37044.373,1998.537,0.01,-40244.278,-5417.898,0.01
29374.697,13462.635,0.01,-55024.858,-6695.897,0.01
40765.262,10497.805,0.01,-50157.814,-6367.088,0.01
49315.752,16480.0,0.1,-35875.398,-8058.869,0.01
50293.33,713.766,0.01,-35762.025,-10917.656,1.0
36364.557,1614.109,0.01,-32952.516,-5265.088,0.01
26368.372,12642.733,0.97,-51008.81,-1989.044,0.01
40506.522,2969.426,0.01,-33731.037,-7783.317,0.01
36627.176,4000.608,0.01,-37368.605,-8219.415,0.01
41609.35,2764.851,0.01,-31394.301,-3583.397,0.01
34802.831,804.771,0.01,-31873.405,-5104.39,0.01
45006.303,831.512,0.01,-38495.726,-14653.647,0.1
54821.986,5722.261,0.01,-37060.018,-19380.625,0.01
32522.004,6753.282,0.45,-45415.827,-1214.644,0.01
29437.541,1921.495,0.01,-41143.437,-8046.167,0.01
31098.049,3786.227,0.01,-41387.765,-7714.18,0.01
40311.684,3024.767,0.01,-33587.386,-1802.236,0.01
40778.105,2693.022,0.01,-28864.611,-2888.907,0.01
44101.856,2795.222,0.01,-30408.936,-8864.424,0.01
37563.61,3981.997,0.01,-36778.748,-5256.751,0.01
43060.924,2569.386,0.01,-35047.873,-1296.182,0.01
49250.068,3083.025,0.01,-23929.304,-1391.996,0.01
38084.674,1617.801,0.01,-32127.249,-3030.602,0.01
44733.111,7120.042,0.01,-31275.608,-2642.243,0.01
66673.42,4217.159,0.01,-18097.733,-15542.607,1.0
73389.908,2400.745,0.01,-17442.769,-13817.454,9.9
41581.164,7209.788,0.01,-29483.629,-3220.634,0.01
27593.073,21194.873,5.9,-56761.968,-609.517,0.01
38606.702,1300.0,0.01,-29449.172,-5835.56,0.01
44051.83,1302.026,0.01,-28560.329,-7791.047,0.01
35762.235,2653.681,0.01,-36922.948,-4384.804,0.01
34125.58,2595.667,0.01,-34917.823,-1154.832,0.01
41930.764,2415.081,0.01,-32518.14,-4121.368,0.01
32313.318,2010.141,0.01,-40699.162,-9584.105,0.01
27080.946,9428.759,0.01,-51454.89,-7529.425,0.01
49582.67,7590.517,0.01,-38318.381,-11759.421,0.1
58591.05,2315.179,0.01,-25034.496,-1779.472,0.01
40380.815,2964.84,0.01,-27980.822,-2654.887,0.01
37619.947,3234.703,0.01,-49921.911,-3565.856,0.01
35540.659,6412.488,0.01,-37335.284,-2274.106,0.01
26673.692,9512.059,0.01,-52686.481,-5835.947,0.01
29201.488,12084.206,1.0,-46716.238,-1000.073,0.01
37156.639,16081.02,1.0,-40461.761,-2306.77,0.01
34809.281,22492.376,3.97,-49820.975,-1016.196,0.01
35881.901,20618.55,1.0,-46551.557,-424.673,0.01
45869.986,23183.514,0.1,-41058.726,-2316.182,0.01
39875.547,24471.99,1.0,-47429.918,-3060.622,0.01
30484.861,5836.574,0.01,-44478.036,-2764.685,0.01
31366.162,5599.629,0.01,-43395.996,-5921.517,0.01
40610.633,4822.339,0.01,-30283.81,-4675.496,0.01
41012.984,6218.746,0.01,-31346.757,-5519.491,0.01
53238.434,6898.06,0.01,-24307.594,-7723.155,0.01
52001.029,3583.512,0.01,-21282.499,-2525.702,0.01
39402.161,4987.52,0.01,-28298.338,-3183.349,0.01
25761.015,7317.729,0.01,-42612.627,-2304.991,0.01
17525.953,9104.734,0.1,-54303.926,-1960.16,0.01
24672.184,11109.238,0.1,-49785.177,-4349.604,0.01
26635.072,8976.038,0.01,-44263.932,-2818.087,0.01
30520.408,7343.06,0.01,-39557.353,-4358.486,0.01
35233.538,8010.711,0.01,-36131.751,-5232.848,0.01
35710.457,9971.19,0.01,-35814.089,-3402.145,0.01
23514.386,12780.07,0.97,-58858.085,-487.825,0.01
15732.615,14235.017,15.0,-74538.359,-373.446,0.01
21878.255,16290.121,4.97,-53730.7,-485.021,0.01
17660.433,11007.777,1.0,-52437.145,-571.707,0.01
15446.731,8805.158,0.1,-52464.579,-491.083,0.01
28148.182,9526.037,0.01,-43383.289,-2081.686,0.01
34373.806,10537.827,0.97,-39193.208,-3111.466,0.01
22266.488,12379.005,0.97,-51756.838,-1831.716,0.01
19403.672,12533.443,0.9,-56291.624,-927.0,0.01
25514.234,13852.943,0.1,-53987.016,-7551.603,0.01
17803.399,16911.833,9.0,-61946.42,-2327.133,0.01
24460.669,11967.079,0.1,-46919.923,-1045.873,0.01
33792.444,10492.188,0.01,-42342.5,-4870.586,0.01
29095.367,11885.303,0.1,-41325.589,-518.112,0.01
44058.571,11118.758,0.01,-33789.654,-6858.605,0.01
42724.347,13684.361,0.01,-37366.015,-8878.677,0.01
45435.241,20171.0,0.1,-38713.26,-4063.315,0.01
57931.565,14367.994,0.01,-32777.302,-18352.726,1.97
76843.905,13512.307,0.01,-18607.771,-11721.443,15.0
55535.483,200.484,0.01,-22299.454,-11573.967,6.0
42910.445,13918.607,0.1,-34459.374,-5015.591,0.01
24417.166,5491.938,0.01,-49604.397,-2775.537,0.01
16150.264,11557.439,15.0,-58317.039,-1866.412,0.01
25889.698,8844.45,0.97,-48680.039,-2225.712,0.01
25378.279,3129.103,0.01,-39884.409,-4086.934,0.01
27438.931,5557.971,0.01,-40922.083,-4749.932,0.01
33768.706,10132.862,0.1,-37640.361,-1428.596,0.01
30152.372,8293.804,0.01,-44699.432,-1726.489,0.01
13169.888,11149.36,14.9,-71347.591,-1185.081,0.01
23765.669,10519.425,0.1,-47440.863,-1719.076,0.01
43454.24,11277.077,0.1,-33054.078,-6018.957,0.01
49666.164,14474.256,0.01,-35052.74,-11272.129,4.45
35642.379,1276.967,0.01,-31576.191,-4914.969,0.01
31138.11,1549.856,0.01,-33641.734,-2881.528,0.01
41328.142,6374.916,0.01,-31430.287,-5160.147,0.01
29089.081,6239.512,0.01,-40533.183,-4994.64,0.01
22842.11,14453.64,0.1,-58937.717,-6790.914,0.01
30751.084,5772.12,0.01,-38284.106,-2937.601,0.01
51333.775,10981.794,0.01,-27843.921,-8809.152,0.1
65186.392,15631.812,0.01,-29319.83,-12151.522,5.0
55976.963,10728.428,0.01,-28911.953,-12460.976,2.97
43844.102,5436.855,0.01,-31508.288,-9855.306,1.0
40589.838,4855.739,0.01,-42237.72,-5955.406,0.01
39519.657,16459.517,0.5,-52161.367,-5981.268,0.01
35783.255,2282.291,0.01,-41438.935,-7401.992,0.01
49699.628,4783.419,0.01,-29652.733,-15147.67,0.1
45387.822,3609.034,0.01,-28572.188,-9854.258,0.01
55172.198,2437.928,0.01,-21619.717,-14719.272,1.0
55330.093,839.887,0.01,-28152.215,-22139.612,9.9
59858.42,5574.015,0.01,-20908.068,-15425.606,1.97
28712.846,19933.609,2.0,-72880.858,-4647.846,0.01
15149.453,12548.883,27.0,-101431.648,-2895.35,0.01
27209.134,17451.003,10.0,-63653.256,-1945.815,0.01
23332.444,6162.355,0.01,-47042.724,-1574.909,0.01
35037.017,1923.55,0.01,-30401.398,-3744.062,0.01
52726.471,14725.631,0.1,-35975.967,-10931.581,0.1
19663.586,9928.347,2.0,-60712.41,-2557.566,0.01
12792.479,9961.541,20.0,-82471.824,-1518.413,0.01
30512.956,3400.666,0.01,-36071.577,-3237.301,0.01
50257.852,869.407,0.01,-26001.666,-14341.605,0.97
45778.803,584.175,0.01,-27325.887,-12487.85,0.1
41876.499,470.646,0.01,-30906.804,-12236.208,0.1
36075.844,1102.455,0.01,-41125.698,-16031.332,0.1
18059.967,13098.988,1.0,-56884.057,-3274.034,0.01
15617.413,13189.794,16.9,-62672.225,-1465.0,0.01
22511.246,7054.644,0.01,-45863.953,-1849.844,0.01
12131.066,8408.177,1.0,-75580.939,-1695.831,0.01
18877.115,6021.589,0.01,-55010.983,-8184.706,0.01
44836.425,1679.097,0.01,-29489.272,-12263.727,0.1
55191.723,71.489,0.01,-24166.406,-19493.183,1.0
54170.909,85.901,0.01,-34000.203,-18915.819,0.97
57283.544,98.793,0.01,-35597.97,-4690.734,0.01
64778.926,0.0,0.0,-17109.25,-16704.291,16.0
64383.669,0.0,0.0,-17080.245,-2426.501,0.01
71700.895,0.0,0.0,-11275.194,-11142.963,25.0
48622.086,1165.124,0.01,-17561.452,-3360.914,0.01
46392.832,685.974,0.01,-26755.744,-11496.147,0.01
25784.655,7438.266,1.0,-43353.062,-1595.868,0.01
18788.843,9203.114,1.0,-53998.057,-2213.263,0.01
38443.542,6271.798,0.01,-36699.099,-5026.048,0.01
49501.939,501.15,0.01,-27853.004,-10652.023,0.01
63410.694,49.389,0.01,-16361.933,-16271.521,10.0
56361.384,106.618,0.01,-20005.351,-14067.008,4.0
54003.198,1417.228,0.01,-24215.106,-16134.318,4.97
34796.217,1051.923,0.01,-33509.488,-5950.195,0.01
19661.45,7773.539,0.5,-59146.955,-5568.931,0.01
27849.734,12953.496,0.97,-50790.429,-5044.182,0.01
49087.481,3079.891,0.01,-24414.433,-8591.088,0.01
44579.9,2170.572,0.01,-28295.613,-4088.411,0.01
43711.246,3339.491,0.01,-26792.057,-6441.241,0.01
37310.494,2619.91,0.01,-36877.425,-3065.152,0.01
28615.235,4094.334,0.01,-38306.807,-2944.845,0.01
24558.108,5556.195,0.01,-43192.515,-1797.823,0.01
20900.339,9871.507,5.0,-57766.618,-7391.259,0.01
35518.285,3802.291,0.1,-47746.08,-15678.615,0.01
48885.677,2569.539,0.01,-37954.628,-23426.552,0.1
63006.271,1736.18,0.01,-34788.51,-29420.351,4.97
57658.173,5490.356,0.01,-27759.961,-19719.308,0.1
47862.828,6369.541,0.01,-29794.797,-10862.57,0.01
38049.211,18367.99,0.1,-40401.067,-2135.68,0.01
41577.837,9564.62,0.01,-33781.299,-3934.95,0.01
33939.407,2325.76,0.01,-31865.785,-3495.682,0.01
28142.311,8612.423,0.01,-49379.299,-7610.928,0.01
26436.763,17937.848,1.97,-51670.849,-1177.847,0.01
21365.54,19631.649,10.0,-63966.942,-740.756,0.01
25248.96,14979.873,1.97,-51167.798,-1917.513,0.01
38531.27,16131.001,0.1,-41748.158,-520.803,0.01
41578.678,7835.709,0.01,-35902.89,-4684.341,0.01
17534.35,10637.302,4.97,-57164.039,-3771.831,0.01
23379.291,12640.441,5.0,-53013.339,-4733.466,0.01
35991.307,20108.731,1.97,-46809.919,-4522.63,0.01
27822.361,23803.553,12.0,-74248.113,-2545.193,0.01
16516.96,14779.11,10.0,-73315.761,-685.018,0.01
13981.585,12206.96,30.0,-78887.543,-612.555,0.01
22994.401,4150.954,0.1,-53055.055,-2371.923,0.01
27807.69,5554.572,0.01,-43711.611,-3128.804,0.01
32537.185,59.049,0.01,-33570.406,-4222.957,0.01
55293.125,772.959,0.01,-32247.369,-47.238,0.01
31303.233,1375.747,0.01,-41079.611,-4630.412,0.01
13553.46,6603.153,4.97,-59268.663,-2170.442,0.01
8197.644,7778.966,65.0,-87506.937,-123.262,0.01
13897.611,11391.144,30.0,-67787.183,-328.92,0.01
43424.125,0.0,0.0,-29961.778,-5704.328,0.1
42825.344,1.804,0.01,-37884.41,-4097.466,0.01
33511.709,13347.234,0.1,-47307.673,-5536.55,0.01
28025.476,5733.304,0.01,-46730.12,-4843.106,0.01
19779.096,10122.657,1.0,-56479.171,-3465.538,0.01
22304.66,4699.976,0.01,-56075.143,-2762.355,0.01
46407.174,3218.062,0.01,-29183.245,-10307.421,0.1
44980.444,4139.795,0.01,-35720.587,-2859.848,0.01
21557.0,5921.567,0.01,-47992.383,-2635.881,0.01
23278.403,12985.199,3.0,-59187.737,-3576.009,0.01
19177.842,8146.391,0.01,-54597.082,-1313.452,0.01
19361.097,10411.562,0.1,-58540.879,-3147.36,0.01
29927.834,10032.274,0.1,-57167.609,-10022.299,0.01
31271.83,2122.003,0.01,-45430.504,-11493.921,0.01
36739.007,3069.292,0.01,-38774.259,-10882.991,0.1
52088.361,1250.193,0.01,-29177.575,-3588.235,0.01
56666.471,994.272,0.01,-15872.797,-10243.974,1.0
61391.545,798.391,0.01,-13889.728,-11237.77,1.0
40377.597,1933.76,0.01,-34111.078,-4909.411,0.01
31651.354,2128.817,0.01,-47891.237,-4713.412,0.01
60328.676,513.747,0.01,-30555.354,-16200.858,10.0
54312.836,7105.319,0.01,-25635.949,-7755.177,0.1
46315.052,5101.113,0.01,-24502.049,-7108.354,0.1
45513.05,1210.991,0.01,-22345.676,-965.043,0.01
41876.373,1994.842,0.01,-26174.523,-4.267,0.01
19299.569,7059.281,0.01,-47504.315,-59.129,0.01
35047.229,11323.95,0.01,-40787.478,-6966.585,0.01
49386.245,5623.133,0.01,-30006.727,-8492.822,0.01
48215.689,9640.34,0.01,-36466.773,-11945.313,0.01
61435.077,3304.459,0.01,-29334.15,-22393.728,1.0
63515.157,1109.852,0.01,-27087.581,-19940.773,12.6
67149.376,185.418,0.01,-20582.943,-17569.579,9.97
53629.958,1645.357,0.01,-23051.899,-11866.065,0.1
43320.2,4991.021,0.01,-49246.618,-6805.288,0.01
59004.162,220.738,0.01,-17661.74,-12410.385,0.1
65284.815,414.87,0.01,-16855.855,-8860.868,10.0
48058.044,1586.095,0.01,-30837.639,-11095.285,0.1
24276.983,5413.699,0.01,-45803.195,-2984.175,0.01
33424.722,8612.702,0.01,-40906.712,-4719.55,0.01
30076.048,18119.768,0.1,-50400.131,-1631.635,0.01
47654.12,32431.948,0.97,-56215.337,-6905.792,0.1
54086.727,19291.927,0.01,-36207.37,-10034.681,0.5
69826.292,16039.51,0.01,-27270.821,-15671.484,3.0
45525.406,11683.057,0.01,-34632.166,-7605.208,0.01
23843.035,10239.512,0.01,-50254.836,-2804.217,0.01
21109.416,11555.679,0.1,-57049.488,-5635.26,0.01
18869.299,14061.967,9.0,-67391.234,-447.594,0.01
13062.878,11795.144,15.0,-79516.156,-382.821,0.01
51911.179,8349.805,0.01,-31933.876,-12856.932,1.0
58432.318,1821.183,0.01,-21063.82,-15683.212,3.0
62763.947,583.211,0.01,-23712.544,-19672.685,6.0
58733.306,961.433,0.01,-20602.189,-3656.227,0.02
58351.312,1345.276,0.01,-26921.586,-20690.684,0.97
13376.522,6322.876,0.01,-54334.628,-2548.736,0.01
14113.491,10691.735,14.97,-68021.615,-886.833,0.01
40044.727,9222.666,0.01,-47211.455,-16050.694,0.1
56417.985,6907.587,0.01,-38933.315,-7794.375,0.01
39313.445,6188.693,0.01,-39884.833,-11100.763,0.01
57899.628,3347.072,0.01,-24042.447,-13326.818,4.0
47822.358,3449.509,0.01,-34750.704,-11051.876,1.0
22506.424,6675.651,0.01,-47852.276,-2065.046,0.01
25855.518,19890.929,2.0,-55897.93,-2025.296,0.01
32884.219,1833.598,0.01,-49629.445,-2411.899,0.01
34144.249,4236.016,0.01,-36973.866,-4832.565,0.01
54009.066,568.059,0.01,-29823.62,-2262.293,0.01
41466.701,1898.419,0.01,-36470.214,-13477.839,0.05
49132.587,2867.91,0.01,-31328.073,-15262.29,0.01
47430.311,1516.478,0.01,-30638.638,-16486.94,0.01
37906.935,20932.947,1.0,-48412.209,-4307.174,0.01
40802.473,857.541,0.01,-29313.054,-7448.402,0.01
67496.561,359.962,0.01,-17555.13,-13338.972,4.97
65956.116,406.102,0.01,-20601.41,-17271.603,10.0
45774.06,3090.612,0.01,-38018.13,-18127.026,1.0
44923.316,8629.865,0.01,-49275.308,-23778.054,1.0
37934.095,5546.973,0.01,-39573.561,-6305.2,0.01
31156.717,13869.221,0.5,-45872.179,-985.091,0.01
34300.795,9468.103,0.01,-41654.254,-2873.999,0.01
39402.476,9202.83,0.01,-40549.689,-3240.183,0.01
21560.166,12149.427,10.0,-57887.543,-49.76,0.01
39018.252,8293.301,1.97,-44968.691,-4447.687,0.01
45255.22,5547.028,0.01,-39371.232,-3726.247,0.01
40619.676,8187.329,0.01,-33327.634,-4596.108,0.01
30016.103,8288.397,0.01,-41726.145,-2519.245,0.01
52373.391,3321.829,0.01,-24083.34,-13082.868,4.97
110831.36,38.492,0.01,-11373.711,-11072.227,24.0
81875.098,891.85,0.01,-19529.246,-14978.044,5.0
65197.901,650.188,0.01,-25173.068,-18459.647,5.0
48786.454,2532.375,0.01,-30255.398,-11732.973,0.5
53908.724,3414.158,0.01,-30923.468,-15527.999,1.0
29980.367,11209.6,0.01,-45135.79,-1679.274,0.01
63311.629,2283.236,0.01,-23663.146,-16587.57,1.97
47358.862,3094.179,0.01,-35697.173,-18085.72,0.9
62190.842,1616.052,0.01,-33066.474,-23073.74,1.0
71324.257,740.568,0.01,-18949.313,-9525.866,1.97
57028.857,5081.067,0.01,-23417.742,-12415.476,1.97
49391.818,12266.038,0.01,-37427.792,-12736.487,1.0
48256.401,6989.98,0.01,-37471.222,-10064.022,0.01
51161.7,15461.191,0.5,-51511.0,-20405.541,0.99
41889.023,6177.684,0.01,-40284.601,-14015.0,0.5
47004.363,10835.824,0.01,-45737.738,-5429.594,0.1
64121.732,2473.791,0.01,-23964.213,-19928.927,1.0
58391.873,909.85,0.01,-36314.404,-18329.752,0.97
38548.71,8432.55,0.01,-44167.085,-8919.396,0.01
31218.369,17809.351,3.0,-51988.798,-2212.701,0.01
33702.926,12063.181,0.1,-48403.742,-2483.28,0.01
29625.79,11317.436,0.1,-49762.137,-5136.252,0.01
40055.167,5045.111,0.01,-33318.345,-5380.187,0.01
35348.277,2971.019,0.01,-35105.805,-2217.104,0.01
41534.82,3900.128,0.01,-41399.702,-18005.936,0.1
19698.87,7311.948,2.0,-54396.351,-5892.24,0.01
42010.735,5867.977,0.01,-28009.896,-3716.125,0.01
51026.518,9102.29,0.01,-30362.351,-13475.42,0.97
44342.291,14234.788,0.01,-41722.716,-12817.733,0.01
52588.263,11255.749,0.01,-29251.098,-8534.524,0.01
79326.618,130.412,0.01,-23903.129,-21830.763,9.97
61871.585,179.957,0.01,-32128.326,-15834.871,4.97
52764.831,544.967,0.01,-28293.795,-12973.933,0.97
21273.334,5103.466,1.0,-60987.028,-7057.524,0.01
18238.71,9637.796,2.97,-63669.786,-8416.77,0.01
22358.696,6998.255,2.0,-57379.933,-2950.534,0.01
27766.844,5237.421,0.01,-43182.478,-4216.44,0.01
40195.098,3274.377,0.01,-28925.012,-5437.694,0.01
50858.862,5349.697,0.01,-21509.902,-8288.073,0.1
46341.155,8755.78,0.01,-31617.374,-10591.397,0.01
26848.435,7610.572,0.1,-45598.766,-4752.325,0.01
41700.252,982.323,0.01,-30617.29,-7357.114,0.01
42416.52,747.901,0.01,-29478.194,-7269.554,0.01
33378.812,5326.947,0.01,-44160.866,-6151.864,0.01
39494.186,9545.047,0.01,-41901.245,-4653.206,0.01
41557.113,5247.669,0.01,-33503.933,-9222.437,0.01
37106.225,7075.475,0.01,-33017.635,-4317.985,0.01
46408.074,9757.745,0.01,-33058.659,-11023.928,0.01
57232.958,11080.669,0.01,-28130.426,-5403.924,0.01
57124.053,5427.259,0.01,-23177.344,-6871.463,0.97
49844.974,384.112,0.01,-18153.028,-7745.967,0.01
33126.074,1376.643,0.01,-34874.677,-6557.743,0.01
41780.492,2401.187,0.01,-31858.164,-10836.095,0.01
39760.192,4835.049,0.01,-30714.419,-5610.488,0.01
39814.978,19951.662,1.0,-48682.175,-9692.891,0.01
41229.774,8638.332,0.01,-38761.391,-6396.855,0.01
35684.665,3322.81,0.01,-42679.036,-9158.651,0.01
36317.218,3617.038,0.01,-41269.152,-15069.062,0.1
33682.193,7064.374,0.01,-43050.621,-9904.125,0.1
43690.712,5580.603,0.01,-44608.078,-22025.139,1.0
35195.315,6911.241,0.01,-48264.059,-12159.886,0.1
32486.958,8510.876,0.9,-43493.033,-8685.833,0.01
44391.49,3353.313,0.01,-36600.706,-2962.923,0.01
42470.749,3568.62,0.01,-28909.417,-5740.665,0.01
56967.436,1012.698,0.01,-27887.059,-20208.927,2.0
55118.239,1119.035,0.01,-26190.076,-19454.975,1.5
50283.241,3599.696,0.01,-31576.875,-17490.156,0.87
41304.124,5005.646,0.01,-39087.509,-17632.324,0.1
39812.019,4240.6,0.01,-36543.742,-3039.101,0.01
30629.229,2278.501,0.01,-37524.808,-4114.639,0.01
36607.639,116.844,0.01,-31139.64,-3318.703,0.01
37414.517,1333.036,0.01,-28212.66,-3632.138,0.01
44749.622,508.309,0.01,-24437.616,-7350.132,0.01
52113.165,1883.457,0.01,-28127.91,-10186.977,0.1
37999.458,1991.977,0.01,-34231.709,-9920.647,0.01
35309.926,3758.181,0.01,-37622.195,-2885.316,0.01
49775.152,3337.583,0.01,-34259.623,-17107.357,1.0
54937.728,3671.495,0.01,-28684.509,-18145.025,0.1
63848.086,2772.002,0.01,-22357.062,-20018.886,1.0
68105.974,2256.079,0.01,-24335.332,-14946.843,2.0
53647.868,1431.373,0.01,-29487.224,-20626.603,1.97
35312.878,5780.783,0.01,-43468.435,-13601.139,0.3
22528.033,13074.244,3.0,-66776.041,-6586.072,0.01
40110.595,2212.176,0.01,-38458.448,-3123.427,0.01
46387.495,249.66,0.01,-27732.276,-8945.243,0.01
60017.662,1314.338,0.01,-29404.161,-4747.716,0.01
47979.216,820.482,0.01,-29985.554,-14137.387,0.1
46781.793,1815.875,0.01,-28110.413,-10683.108,0.01
33690.976,6613.916,0.01,-41161.623,-6446.027,0.01
23870.804,14986.971,2.0,-68232.637,-4077.743,0.01
25459.737,14158.269,15.0,-64900.472,-1789.197,0.01
25631.991,21633.516,2.0,-60228.137,-1447.642,0.01
46087.62,161.647,0.01,-46437.042,-15044.461,0.1
45756.893,1595.327,0.01,-33502.49,-2162.958,0.01
34157.139,6863.785,0.01,-35992.315,-2161.904,0.01
27457.426,10710.945,0.01,-47043.625,-2657.494,0.01
30388.583,20110.235,12.0,-62436.015,-9970.663,0.01
38513.512,8082.962,0.01,-42435.703,-11922.018,0.97
45559.572,2524.778,0.01,-30197.786,-12185.145,0.97
52875.845,921.891,0.01,-27817.718,-17291.808,1.97
40899.061,2109.14,0.01,-31078.96,-8018.905,0.01
58246.555,1346.27,0.01,-31605.361,-18788.04,1.0
25202.816,7889.822,0.01,-51564.095,-7878.389,0.01
22193.312,13112.725,2.0,-69006.463,-837.858,0.01
29985.955,5003.435,0.01,-51485.329,-10942.68,0.01
36999.48,5349.102,0.01,-38051.482,-6063.973,0.01
42208.347,1895.76,0.01,-31548.098,-10646.019,0.01
52396.52,1187.104,0.01,-20275.638,-9911.539,0.01
48674.715,887.372,0.01,-20047.124,-6810.029,0.01
31616.173,3420.732,0.01,-42579.511,-2406.599,0.01
30355.083,14300.578,1.0,-61328.833,-1220.247,0.01
30139.85,13256.374,2.97,-52626.927,-1382.173,0.01
25718.545,5784.577,0.01,-44037.3,-2164.042,0.01
32308.657,6694.789,0.01,-40235.932,-742.414,0.01
31279.007,7606.731,0.01,-43863.778,-2687.958,0.01
29819.786,3165.158,0.01,-36341.565,-1903.574,0.01
25075.32,5969.067,0.01,-47773.141,-4767.353,0.01
19895.726,13519.891,1.0,-38857.824,-1712.866,0.01
24954.745,9741.618,1.0,-33817.989,-3964.448,0.01
30634.265,3341.805,0.01,-28144.455,-7173.906,0.01
34508.913,602.364,0.01,-24235.145,-5326.121,0.01
29547.692,3052.983,0.01,-29204.156,-1531.968,0.01
38757.132,8173.8,0.01,-19983.72,-5597.22,0.01
34084.566,7921.756,0.01,-24635.69,-4269.746,0.01
34856.753,10804.43,0.1,-23846.505,-2928.438,0.01
37206.987,6541.486,0.01,-21507.613,-5826.062,0.01
39914.505,2979.504,0.01,-18807.697,-3911.73,0.01
41435.334,2428.961,0.01,-17276.708,-2817.458,0.01
41378.926,4158.987,0.01,-17344.572,-8796.399,0.1
42525.522,2924.545,0.01,-16212.61,-2910.506,0.01
